fecha,canal,category,subcategory,subcategory_2,subcategory_3,marca,modelo,sku,upc,item,item_characteristics,url sku,image,price,sale_price,shipment cost,sales flag,store id,store name,store address,stock,upc wm,final_price,upc wm2,comp,composition,made_in,url item
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Negro-blanco,NoSKU,NoSKU_Negro-blanco_XL,Brief (GG02C3),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG02C3: Brief de microfibra premium.DETALLESSilueta ajustada.Diseño en dos colores.Sistema de doble pinza.Elástico guardado en cintura.TELAMicrofibra premium de la más alta calidad, poliester y spandex. (Poliester 90%. Spandex 10%.)Malla con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.",https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Verde olmo/ gris rojizo oscuro,NoSKU,NoSKU_Verde olmo/ gris rojizo oscuro_S,Brief (GG02C3),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG02C3: Brief de microfibra premium.DETALLESSilueta ajustada.Diseño en dos colores.Sistema de doble pinza.Elástico guardado en cintura.TELAMicrofibra premium de la más alta calidad, poliester y spandex. (Poliester 90%. Spandex 10%.)Malla con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.",https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Verde olmo/ gris rojizo oscuro,NoSKU,NoSKU_Verde olmo/ gris rojizo oscuro_M,Brief (GG02C3),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG02C3: Brief de microfibra premium.DETALLESSilueta ajustada.Diseño en dos colores.Sistema de doble pinza.Elástico guardado en cintura.TELAMicrofibra premium de la más alta calidad, poliester y spandex. (Poliester 90%. Spandex 10%.)Malla con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.",https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Verde olmo/ gris rojizo oscuro,NoSKU,NoSKU_Verde olmo/ gris rojizo oscuro_L,Brief (GG02C3),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG02C3: Brief de microfibra premium.DETALLESSilueta ajustada.Diseño en dos colores.Sistema de doble pinza.Elástico guardado en cintura.TELAMicrofibra premium de la más alta calidad, poliester y spandex. (Poliester 90%. Spandex 10%.)Malla con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.",https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Verde olmo/ gris rojizo oscuro,NoSKU,NoSKU_Verde olmo/ gris rojizo oscuro_XL,Brief (GG02C3),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG02C3: Brief de microfibra premium.DETALLESSilueta ajustada.Diseño en dos colores.Sistema de doble pinza.Elástico guardado en cintura.TELAMicrofibra premium de la más alta calidad, poliester y spandex. (Poliester 90%. Spandex 10%.)Malla con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.",https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-de-microfibra-premium-y-malla-gg02c3
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Negro,NoSKU,NoSKU_Negro_S,Brief (GG01C4),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG01C4: Brief.DETALLESBrief con cortes en Tull.Silueta ajustada.Sistema de doble pinza.Cordón decorativo.TELAMicrofibra premium de la más alta calidad, poliéster y spandex. (Poliéster 90%. Spandex 10%.)Tull con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño o nuevo logo.",https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Negro,NoSKU,NoSKU_Negro_M,Brief (GG01C4),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG01C4: Brief.DETALLESBrief con cortes en Tull.Silueta ajustada.Sistema de doble pinza.Cordón decorativo.TELAMicrofibra premium de la más alta calidad, poliéster y spandex. (Poliéster 90%. Spandex 10%.)Tull con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño o nuevo logo.",https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Negro,NoSKU,NoSKU_Negro_L,Brief (GG01C4),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG01C4: Brief.DETALLESBrief con cortes en Tull.Silueta ajustada.Sistema de doble pinza.Cordón decorativo.TELAMicrofibra premium de la más alta calidad, poliéster y spandex. (Poliéster 90%. Spandex 10%.)Tull con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño o nuevo logo.",https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Negro,NoSKU,NoSKU_Negro_XL,Brief (GG01C4),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG01C4: Brief.DETALLESBrief con cortes en Tull.Silueta ajustada.Sistema de doble pinza.Cordón decorativo.TELAMicrofibra premium de la más alta calidad, poliéster y spandex. (Poliéster 90%. Spandex 10%.)Tull con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño o nuevo logo.",https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Blanco,NoSKU,NoSKU_Blanco_S,Brief (GG01C4),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG01C4: Brief.DETALLESBrief con cortes en Tull.Silueta ajustada.Sistema de doble pinza.Cordón decorativo.TELAMicrofibra premium de la más alta calidad, poliéster y spandex. (Poliéster 90%. Spandex 10%.)Tull con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño o nuevo logo.",https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Blanco,NoSKU,NoSKU_Blanco_M,Brief (GG01C4),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG01C4: Brief.DETALLESBrief con cortes en Tull.Silueta ajustada.Sistema de doble pinza.Cordón decorativo.TELAMicrofibra premium de la más alta calidad, poliéster y spandex. (Poliéster 90%. Spandex 10%.)Tull con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño o nuevo logo.",https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Blanco,NoSKU,NoSKU_Blanco_L,Brief (GG01C4),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG01C4: Brief.DETALLESBrief con cortes en Tull.Silueta ajustada.Sistema de doble pinza.Cordón decorativo.TELAMicrofibra premium de la más alta calidad, poliéster y spandex. (Poliéster 90%. Spandex 10%.)Tull con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño o nuevo logo.",https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4
2025/01/10,Diane & Geordi (CR),Hombre,brief,,,Diane & Geordi,Blanco,NoSKU,NoSKU_Blanco_XL,Brief (GG01C4),"¡Bienvenido al mundo Geordi!Descubre nuestra increíble variedad de ropa interior hecha a mano.Referencia GG01C4: Brief.DETALLESBrief con cortes en Tull.Silueta ajustada.Sistema de doble pinza.Cordón decorativo.TELAMicrofibra premium de la más alta calidad, poliéster y spandex. (Poliéster 90%. Spandex 10%.)Tull con fibras premium para una máxima suavidad y frescura. (Poliamida 96%. Spandex 4%.)Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño o nuevo logo.",https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/briefs/products/brief-gg01c4
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Gris rojizo oscuro,NoSKU,NoSKU_Gris rojizo oscuro_S,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Gris rojizo oscuro,NoSKU,NoSKU_Gris rojizo oscuro_M,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Gris rojizo oscuro,NoSKU,NoSKU_Gris rojizo oscuro_L,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Gris rojizo oscuro,NoSKU,NoSKU_Gris rojizo oscuro_XL,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Negro,NoSKU,NoSKU_Negro_S,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Negro,NoSKU,NoSKU_Negro_M,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Negro,NoSKU,NoSKU_Negro_L,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Negro,NoSKU,NoSKU_Negro_XL,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Blanco,NoSKU,NoSKU_Blanco_S,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Blanco,NoSKU,NoSKU_Blanco_M,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Blanco,NoSKU,NoSKU_Blanco_L,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Blanco,NoSKU,NoSKU_Blanco_XL,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Azul oscuro,NoSKU,NoSKU_Azul oscuro_S,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Azul oscuro,NoSKU,NoSKU_Azul oscuro_M,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
2025/01/10,Diane & Geordi (CR),Hombre,bóxer corto,,,Diane & Geordi,Azul oscuro,NoSKU,NoSKU_Azul oscuro_L,Bóxer corto (5080),"Nuestra líneaCOLORSen silueta corta, con la mejor comodidad del algodón peinado.Referencia 5080.DETALLESSilueta ajustada.Doble pinza y elástico en la pinza para mejor soporte.Elástico ultra suave contramarcado.Unicolor en contraste.TELAAlgodón peinado premium de la más alta calidad y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",5900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,5900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/boxers-cortos/products/boxer-corto-unicolor-de-algodon-peinado-premium-5080
